#	J	H	Ks	K
11412.5	0.00428	0.00000	0.00000	0.00000
11420.8	0.00599	0.00000	0.00000	0.00000
11429.2	0.00514	0.00000	0.00000	0.00000
11437.5	0.00428	0.00000	0.00000	0.00000
11445.8	0.00542	0.00000	0.00000	0.00000
11454.2	0.01027	0.00000	0.00000	0.00000
11462.5	0.01199	0.00000	0.00000	0.00000
11470.8	0.01456	0.00000	0.00000	0.00000
11479.2	0.01712	0.00000	0.00000	0.00000
11487.5	0.02055	0.00000	0.00000	0.00000
11495.8	0.02483	0.00000	0.00000	0.00000
11504.2	0.02825	0.00000	0.00000	0.00000
11512.5	0.03253	0.00000	0.00000	0.00000
11520.8	0.03682	0.00000	0.00000	0.00000
11529.2	0.04281	0.00000	0.00000	0.00000
11537.5	0.05223	0.00000	0.00000	0.00000
11545.8	0.06250	0.00000	0.00000	0.00000
11554.2	0.07449	0.00000	0.00000	0.00000
11562.5	0.08904	0.00000	0.00000	0.00000
11570.8	0.10445	0.00000	0.00000	0.00000
11579.2	0.12251	0.00000	0.00000	0.00000
11587.5	0.14905	0.00000	0.00000	0.00000
11595.8	0.18065	0.00000	0.00000	0.00000
11604.2	0.21661	0.00000	0.00000	0.00000
11612.5	0.26370	0.00000	0.00000	0.00000
11620.8	0.31413	0.00000	0.00000	0.00000
11629.2	0.37149	0.00000	0.00000	0.00000
11637.5	0.43750	0.00000	0.00000	0.00000
11645.8	0.50343	0.00000	0.00000	0.00000
11654.2	0.57449	0.00000	0.00000	0.00000
11662.5	0.64726	0.00000	0.00000	0.00000
11670.8	0.70719	0.00000	0.00000	0.00000
11679.2	0.75599	0.00000	0.00000	0.00000
11687.5	0.79366	0.00000	0.00000	0.00000
11695.8	0.81935	0.00000	0.00000	0.00000
11704.2	0.83733	0.00000	0.00000	0.00000
11712.5	0.84589	0.00000	0.00000	0.00000
11720.8	0.84846	0.00000	0.00000	0.00000
11729.2	0.84589	0.00000	0.00000	0.00000
11737.5	0.83990	0.00000	0.00000	0.00000
11745.8	0.83305	0.00000	0.00000	0.00000
11754.2	0.82791	0.00000	0.00000	0.00000
11762.5	0.82363	0.00000	0.00000	0.00000
11770.8	0.82021	0.00000	0.00000	0.00000
11779.2	0.81935	0.00000	0.00000	0.00000
11787.5	0.82021	0.00000	0.00000	0.00000
11795.8	0.82277	0.00000	0.00000	0.00000
11804.2	0.82534	0.00000	0.00000	0.00000
11812.5	0.82962	0.00000	0.00000	0.00000
11820.8	0.83562	0.00000	0.00000	0.00000
11829.2	0.84075	0.00000	0.00000	0.00000
11837.5	0.84589	0.00000	0.00000	0.00000
11845.8	0.85103	0.00000	0.00000	0.00000
11854.2	0.85531	0.00000	0.00000	0.00000
11862.5	0.85959	0.00000	0.00000	0.00000
11870.8	0.86387	0.00000	0.00000	0.00000
11879.2	0.86644	0.00000	0.00000	0.00000
11887.5	0.86730	0.00000	0.00000	0.00000
11895.8	0.86815	0.00000	0.00000	0.00000
11904.2	0.86986	0.00000	0.00000	0.00000
11912.5	0.87072	0.00000	0.00000	0.00000
11920.8	0.87072	0.00000	0.00000	0.00000
11929.2	0.86986	0.00000	0.00000	0.00000
11937.5	0.86815	0.00000	0.00000	0.00000
11945.8	0.86644	0.00000	0.00000	0.00000
11954.2	0.86558	0.00000	0.00000	0.00000
11962.5	0.86558	0.00000	0.00000	0.00000
11970.8	0.86558	0.00000	0.00000	0.00000
11979.2	0.86473	0.00000	0.00000	0.00000
11987.5	0.86387	0.00000	0.00000	0.00000
11995.8	0.86473	0.00000	0.00000	0.00000
12004.2	0.86558	0.00000	0.00000	0.00000
12012.5	0.86644	0.00000	0.00000	0.00000
12020.8	0.86730	0.00000	0.00000	0.00000
12029.2	0.86730	0.00000	0.00000	0.00000
12037.5	0.86730	0.00000	0.00000	0.00000
12045.8	0.86815	0.00000	0.00000	0.00000
12054.2	0.86901	0.00000	0.00000	0.00000
12062.5	0.86901	0.00000	0.00000	0.00000
12070.8	0.86901	0.00000	0.00000	0.00000
12079.2	0.86815	0.00000	0.00000	0.00000
12087.5	0.86644	0.00000	0.00000	0.00000
12095.8	0.86558	0.00000	0.00000	0.00000
12104.2	0.86473	0.00000	0.00000	0.00000
12112.5	0.86301	0.00000	0.00000	0.00000
12120.8	0.86045	0.00000	0.00000	0.00000
12129.2	0.85702	0.00000	0.00000	0.00000
12137.5	0.85360	0.00000	0.00000	0.00000
12145.8	0.85017	0.00000	0.00000	0.00000
12154.2	0.84589	0.00000	0.00000	0.00000
12162.5	0.84075	0.00000	0.00000	0.00000
12170.8	0.83647	0.00000	0.00000	0.00000
12179.2	0.83219	0.00000	0.00000	0.00000
