#Wave     G         Gbp3      Grp3      Grvs
8750.0    0.297823  0.000000  0.550574  0.000000
8760.0    0.294745  0.000000  0.547561  0.000000
8770.0    0.291236  0.000000  0.543063  0.000000
8780.0    0.287749  0.000000  0.541322  0.000000
8790.0    0.283898  0.000000  0.535553  0.000000
8800.0    0.280492  0.000000  0.532055  0.000000
8810.0    0.277753  0.000000  0.530394  0.000000
8820.0    0.274884  0.000000  0.525947  0.000000
8830.0    0.271423  0.000000  0.524029  0.000000
8840.0    0.267857  0.000000  0.519829  0.000000
8850.0    0.264607  0.000000  0.515690  0.000000
8860.0    0.261456  0.000000  0.514196  0.000000
8870.0    0.258601  0.000000  0.509592  0.000000
8880.0    0.256050  0.000000  0.507531  0.000000
8890.0    0.252764  0.000000  0.504865  0.000000
8900.0    0.249471  0.000000  0.499840  0.000000
8910.0    0.246165  0.000000  0.497484  0.000000
8920.0    0.242696  0.000000  0.493149  0.000000
8930.0    0.239475  0.000000  0.488357  0.000000
8940.0    0.236929  0.000000  0.486782  0.000000
8950.0    0.233627  0.000000  0.481714  0.000000
8960.0    0.230620  0.000000  0.478085  0.000000
8970.0    0.227896  0.000000  0.476087  0.000000
8980.0    0.224588  0.000000  0.471349  0.000000
8990.0    0.221177  0.000000  0.466669  0.000000
9000.0    0.218315  0.000000  0.463183  0.000000
9010.0    0.215486  0.000000  0.459060  0.000000
9020.0    0.212463  0.000000  0.454737  0.000000
9030.0    0.209351  0.000000  0.451097  0.000000
9040.0    0.206526  0.000000  0.447586  0.000000
9050.0    0.203621  0.000000  0.443315  0.000000
9060.0    0.200906  0.000000  0.440479  0.000000
9070.0    0.197865  0.000000  0.435472  0.000000
9080.0    0.195053  0.000000  0.430684  0.000000
9090.0    0.192553  0.000000  0.428669  0.000000
9100.0    0.189578  0.000000  0.423654  0.000000
9110.0    0.186409  0.000000  0.418916  0.000000
9120.0    0.183406  0.000000  0.415891  0.000000
9130.0    0.180698  0.000000  0.410144  0.000000
9140.0    0.178273  0.000000  0.407133  0.000000
9150.0    0.175677  0.000000  0.404198  0.000000
9160.0    0.172997  0.000000  0.398044  0.000000
9170.0    0.170347  0.000000  0.395940  0.000000
9180.0    0.167375  0.000000  0.391906  0.000000
9190.0    0.164514  0.000000  0.385372  0.000000
9200.0    0.162072  0.000000  0.383730  0.000000
9210.0    0.159580  0.000000  0.379115  0.000000
9220.0    0.156852  0.000000  0.372956  0.000000
9230.0    0.154259  0.000000  0.371090  0.000000
9240.0    0.151671  0.000000  0.365953  0.000000
9250.0    0.149022  0.000000  0.361122  0.000000
9260.0    0.146366  0.000000  0.358664  0.000000
9270.0    0.143985  0.000000  0.353080  0.000000
9280.0    0.141631  0.000000  0.348646  0.000000
9290.0    0.139368  0.000000  0.345985  0.000000
9300.0    0.137119  0.000000  0.340958  0.000000
9310.0    0.134532  0.000000  0.336679  0.000000
9320.0    0.132145  0.000000  0.333484  0.000000
9330.0    0.129819  0.000000  0.328855  0.000000
9340.0    0.127475  0.000000  0.324670  0.000000
9350.0    0.125125  0.000000  0.320113  0.000000
9360.0    0.122938  0.000000  0.315973  0.000000
9370.0    0.120712  0.000000  0.311791  0.000000
9380.0    0.118314  0.000000  0.306800  0.000000
9390.0    0.116019  0.000000  0.303668  0.000000
9400.0    0.113759  0.000000  0.299198  0.000000
9410.0    0.111694  0.000000  0.294028  0.000000
9420.0    0.109616  0.000000  0.291504  0.000000
9430.0    0.107403  0.000000  0.286249  0.000000
9440.0    0.105375  0.000000  0.280446  0.000000
9450.0    0.103239  0.000000  0.278412  0.000000
9460.0    0.101062  0.000000  0.273721  0.000000
9470.0    0.099018  0.000000  0.267995  0.000000
9480.0    0.097088  0.000000  0.265972  0.000000
9490.0    0.095099  0.000000  0.261426  0.000000
9500.0    0.093189  0.000000  0.255540  0.000000
9510.0    0.091293  0.000000  0.252565  0.000000
9520.0    0.089537  0.000000  0.249011  0.000000
9530.0    0.087641  0.000000  0.244003  0.000000
9540.0    0.085826  0.000000  0.241150  0.000000
9550.0    0.083896  0.000000  0.237208  0.000000
9560.0    0.081801  0.000000  0.231747  0.000000
9570.0    0.080126  0.000000  0.228324  0.000000
9580.0    0.078491  0.000000  0.224370  0.000000
9590.0    0.076757  0.000000  0.220233  0.000000
9600.0    0.074983  0.000000  0.216539  0.000000
9610.0    0.073203  0.000000  0.212179  0.000000
9620.0    0.071427  0.000000  0.208784  0.000000
9630.0    0.069738  0.000000  0.205285  0.000000
9640.0    0.068105  0.000000  0.200536  0.000000
9650.0    0.066562  0.000000  0.197731  0.000000
9660.0    0.065057  0.000000  0.194425  0.000000
9670.0    0.063537  0.000000  0.189448  0.000000
9680.0    0.061941  0.000000  0.186852  0.000000
9690.0    0.060344  0.000000  0.183816  0.000000
9700.0    0.058819  0.000000  0.178791  0.000000
9710.0    0.057284  0.000000  0.176045  0.000000
9720.0    0.055832  0.000000  0.173426  0.000000
9730.0    0.054473  0.000000  0.168333  0.000000
9740.0    0.053189  0.000000  0.165360  0.000000
9750.0    0.051882  0.000000  0.163473  0.000000
9760.0    0.050496  0.000000  0.158644  0.000000
9770.0    0.049104  0.000000  0.155069  0.000000
9780.0    0.047740  0.000000  0.153547  0.000000
9790.0    0.046429  0.000000  0.149524  0.000000
9800.0    0.045152  0.000000  0.145390  0.000000
9810.0    0.043954  0.000000  0.143641  0.000000
9820.0    0.042784  0.000000  0.140516  0.000000
9830.0    0.041606  0.000000  0.135959  0.000000
9840.0    0.040449  0.000000  0.133698  0.000000
9850.0    0.039318  0.000000  0.131857  0.000000
9860.0    0.038123  0.000000  0.127315  0.000000
9870.0    0.037002  0.000000  0.124215  0.000000
9880.0    0.035889  0.000000  0.122091  0.000000
9890.0    0.034869  0.000000  0.118223  0.000000
9900.0    0.033868  0.000000  0.114264  0.000000
9910.0    0.032855  0.000000  0.111686  0.000000
9920.0    0.031864  0.000000  0.108730  0.000000
9930.0    0.030851  0.000000  0.104437  0.000000
9940.0    0.029842  0.000000  0.101489  0.000000
9950.0    0.028870  0.000000  0.098733  0.000000
9960.0    0.027910  0.000000  0.094469  0.000000
9970.0    0.027016  0.000000  0.091218  0.000000
9980.0    0.026183  0.000000  0.088398  0.000000
9990.0    0.025376  0.000000  0.084754  0.000000
10000.0   0.024538  0.000000  0.081517  0.000000
10010.0   0.023690  0.000000  0.078673  0.000000
10020.0   0.022865  0.000000  0.075161  0.000000
10030.0   0.022062  0.000000  0.072050  0.000000
10040.0   0.021275  0.000000  0.069375  0.000000
10050.0   0.020539  0.000000  0.066117  0.000000
10060.0   0.019825  0.000000  0.062871  0.000000
10070.0   0.019139  0.000000  0.060498  0.000000
10080.0   0.018463  0.000000  0.057732  0.000000
10090.0   0.017794  0.000000  0.054378  0.000000
10100.0   0.017105  0.000000  0.052165  0.000000
10110.0   0.016441  0.000000  0.049882  0.000000
10120.0   0.015799  0.000000  0.046752  0.000000
10130.0   0.015189  0.000000  0.044395  0.000000
10140.0   0.014600  0.000000  0.042538  0.000000
10150.0   0.014044  0.000000  0.040046  0.000000
10160.0   0.013515  0.000000  0.037573  0.000000
10170.0   0.012989  0.000000  0.036043  0.000000
10180.0   0.012433  0.000000  0.034171  0.000000
10190.0   0.011918  0.000000  0.031812  0.000000
10200.0   0.011396  0.000000  0.030169  0.000000
10210.0   0.010912  0.000000  0.028864  0.000000
10220.0   0.010452  0.000000  0.026958  0.000000
10230.0   0.010013  0.000000  0.025271  0.000000
10240.0   0.009591  0.000000  0.024117  0.000000
10250.0   0.009193  0.000000  0.022855  0.000000
10260.0   0.008790  0.000000  0.021203  0.000000
10270.0   0.008382  0.000000  0.020042  0.000000
10280.0   0.007988  0.000000  0.019077  0.000000
10290.0   0.007616  0.000000  0.017773  0.000000
10300.0   0.007252  0.000000  0.016592  0.000000
10310.0   0.006916  0.000000  0.015756  0.000000
10320.0   0.006591  0.000000  0.014849  0.000000
10330.0   0.006282  0.000000  0.013718  0.000000
10340.0   0.005979  0.000000  0.012914  0.000000
10350.0   0.005686  0.000000  0.012222  0.000000
10360.0   0.005406  0.000000  0.011371  0.000000
10370.0   0.005129  0.000000  0.010571  0.000000
10380.0   0.004863  0.000000  0.009991  0.000000
10390.0   0.004607  0.000000  0.009372  0.000000
10400.0   0.004367  0.000000  0.008619  0.000000
10410.0   0.004137  0.000000  0.008072  0.000000
10420.0   0.003914  0.000000  0.007605  0.000000
10430.0   0.003704  0.000000  0.007046  0.000000
10440.0   0.003498  0.000000  0.006497  0.000000
10450.0   0.003298  0.000000  0.006114  0.000000
10460.0   0.003101  0.000000  0.005725  0.000000
10470.0   0.002912  0.000000  0.005222  0.000000
10480.0   0.002737  0.000000  0.004856  0.000000
10490.0   0.002572  0.000000  0.004568  0.000000
10500.0   0.002413  0.000000  0.004227  0.000000
10510.0   0.000000  0.000000  0.003848  0.000000
10520.0   0.000000  0.000000  0.003598  0.000000
10530.0   0.000000  0.000000  0.003368  0.000000
10540.0   0.000000  0.000000  0.003075  0.000000
10550.0   0.000000  0.000000  0.002811  0.000000
10560.0   0.000000  0.000000  0.002637  0.000000
10570.0   0.000000  0.000000  0.002456  0.000000
10580.0   0.000000  0.000000  0.002209  0.000000
10590.0   0.000000  0.000000  0.002031  0.000000
10600.0   0.000000  0.000000  0.001905  0.000000
10610.0   0.000000  0.000000  0.001753  0.000000
10620.0   0.000000  0.000000  0.001568  0.000000
10630.0   0.000000  0.000000  0.001453  0.000000
10640.0   0.000000  0.000000  0.001357  0.000000
10650.0   0.000000  0.000000  0.001232  0.000000
10660.0   0.000000  0.000000  0.001105  0.000000
10670.0   0.000000  0.000000  0.001025  0.000000
10680.0   0.000000  0.000000  0.000953  0.000000
10690.0   0.000000  0.000000  0.000854  0.000000
10700.0   0.000000  0.000000  0.000769  0.000000
10710.0   0.000000  0.000000  0.000713  0.000000
10720.0   0.000000  0.000000  0.000658  0.000000
10730.0   0.000000  0.000000  0.000585  0.000000
10740.0   0.000000  0.000000  0.000529  0.000000
10750.0   0.000000  0.000000  0.000491  0.000000
10760.0   0.000000  0.000000  0.000449  0.000000
10770.0   0.000000  0.000000  0.000396  0.000000
10780.0   0.000000  0.000000  0.000360  0.000000
10790.0   0.000000  0.000000  0.000333  0.000000
10800.0   0.000000  0.000000  0.000303  0.000000
